OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,IDNum,SiteStatus,UTMe,UTMn,POINT_X,POINT_Y,Albers_X,Albers_Y,sampled_X,sampled_Y,Strahler,ChildNode,ParentNode,SegmentID,ChildNodeX,ChildNodeY,Population,Length_m,Length_km,join,NodeID,Node_WGSX,Node_WGSY,OBJECTID_12,FID,IDNum_1,OBJECTID_12_13,SiteStatus_1,UTMe_1,ID,UTMn_1,Year_,CohoPerKilometer
2096,1,1126,365,2567.000000000000000,Snorkeled,459251.442967000010000,4858845.712539999700000,-123.506960779999990,43.881450515000040,-2171437.064350000100000,2637566.341850000000000,-123.506960779999990,43.881450515000040,4,2843,2764,2843,-2171968.953799999800000,2639044.452399999800000,Siuslaw,4141.614716070000200,4.141614716070000,Siuslaw2843,2843,-123.515022894000000,43.874751453999998,168,364,2567,365,Snorkeled,459251.443000000030000,365,4858845.713000000500000,1998,0
2097,1,1126,365,2567.000000000000000,Snorkeled,459251.442967000010000,4858845.712539999700000,-123.506960779999990,43.881450515000040,-2171437.064350000100000,2637566.341850000000000,-123.506960779999990,43.881450515000040,4,2843,2764,2843,-2171968.953799999800000,2639044.452399999800000,Siuslaw,4141.614716070000200,4.141614716070000,Siuslaw2843,2843,-123.515022894000000,43.874751453999998,169,364,2567,365,Snorkeled,459251.443000000030000,365,4858845.713000000500000,2001,0
2098,1,1126,365,2567.000000000000000,Snorkeled,459251.442967000010000,4858845.712539999700000,-123.506960779999990,43.881450515000040,-2171437.064350000100000,2637566.341850000000000,-123.506960779999990,43.881450515000040,4,2843,2764,2843,-2171968.953799999800000,2639044.452399999800000,Siuslaw,4141.614716070000200,4.141614716070000,Siuslaw2843,2843,-123.515022894000000,43.874751453999998,170,364,2567,365,Snorkeled,459251.443000000030000,365,4858845.713000000500000,2004,0
2099,1,1126,365,2567.000000000000000,Snorkeled,459251.442967000010000,4858845.712539999700000,-123.506960779999990,43.881450515000040,-2171437.064350000100000,2637566.341850000000000,-123.506960779999990,43.881450515000040,4,2843,2764,2843,-2171968.953799999800000,2639044.452399999800000,Siuslaw,4141.614716070000200,4.141614716070000,Siuslaw2843,2843,-123.515022894000000,43.874751453999998,171,364,2567,365,Snorkeled,459251.443000000030000,365,4858845.713000000500000,2007,0
2100,1,1126,365,2567.000000000000000,Snorkeled,459251.442967000010000,4858845.712539999700000,-123.506960779999990,43.881450515000040,-2171437.064350000100000,2637566.341850000000000,-123.506960779999990,43.881450515000040,4,2843,2764,2843,-2171968.953799999800000,2639044.452399999800000,Siuslaw,4141.614716070000200,4.141614716070000,Siuslaw2843,2843,-123.515022894000000,43.874751453999998,172,364,2567,365,Snorkeled,459251.443000000030000,365,4858845.713000000500000,2010,0
2101,1,1126,365,2567.000000000000000,Snorkeled,459251.442967000010000,4858845.712539999700000,-123.506960779999990,43.881450515000040,-2171437.064350000100000,2637566.341850000000000,-123.506960779999990,43.881450515000040,4,2843,2764,2843,-2171968.953799999800000,2639044.452399999800000,Siuslaw,4141.614716070000200,4.141614716070000,Siuslaw2843,2843,-123.515022894000000,43.874751453999998,173,364,2567,365,Snorkeled,459251.443000000030000,365,4858845.713000000500000,2013,0
2102,1,1127,366,2571.000000000000000,Snorkeled,456335.171274999970000,4855324.472009999700000,-123.543233392999980,43.849631560000034,-2175234.231500000200000,2634994.452399999800000,-123.543233392999980,43.849631560000034,2,2920,2921,2920,-2174998.953799999800000,2634934.452399999800000,Siuslaw,607.279220614000000,0.607279220614000,Siuslaw2920,2920,-123.547345331000000,43.849031664000002,174,365,2571,366,Snorkeled,456335.171299999990000,366,4855324.472000000100000,1998,0
2103,1,1128,367,2574.000000000000000,Snorkeled,458883.318771000020000,4855975.227660000300000,-123.511804852999940,43.855691530000058,-2172628.953799999800000,2634923.324450000200000,-123.511804852999940,43.855691530000058,3,2932,2904,2932,-2172628.953799999800000,2635264.452399999800000,Siuslaw,769.705627485000040,0.769705627485000,Siuslaw2932,2932,-123.511172388000010,43.852282807999998,3539,366,2574,367,Snorkeled,458883.318800000010000,367,4855975.228000000100000,2003,28
2104,1,1128,367,2574.000000000000000,Snorkeled,458883.318771000020000,4855975.227660000300000,-123.511804852999940,43.855691530000058,-2172628.953799999800000,2634923.324450000200000,-123.511804852999940,43.855691530000058,3,2932,2904,2932,-2172628.953799999800000,2635264.452399999800000,Siuslaw,769.705627485000040,0.769705627485000,Siuslaw2932,2932,-123.511172388000010,43.852282807999998,4385,366,2574,367,Snorkeled,458883.318800000010000,367,4855975.228000000100000,2018,118
2105,1,1128,367,2574.000000000000000,Snorkeled,458883.318771000020000,4855975.227660000300000,-123.511804852999940,43.855691530000058,-2172628.953799999800000,2634923.324450000200000,-123.511804852999940,43.855691530000058,3,2932,2904,2932,-2172628.953799999800000,2635264.452399999800000,Siuslaw,769.705627485000040,0.769705627485000,Siuslaw2932,2932,-123.511172388000010,43.852282807999998,4415,366,2574,367,Snorkeled,458883.318800000010000,367,4855975.228000000100000,2015,121
2106,1,1128,367,2574.000000000000000,Snorkeled,458883.318771000020000,4855975.227660000300000,-123.511804852999940,43.855691530000058,-2172628.953799999800000,2634923.324450000200000,-123.511804852999940,43.855691530000058,3,2932,2904,2932,-2172628.953799999800000,2635264.452399999800000,Siuslaw,769.705627485000040,0.769705627485000,Siuslaw2932,2932,-123.511172388000010,43.852282807999998,5183,366,2574,367,Snorkeled,458883.318800000010000,367,4855975.228000000100000,2012,279
2107,1,1128,367,2574.000000000000000,Snorkeled,458883.318771000020000,4855975.227660000300000,-123.511804852999940,43.855691530000058,-2172628.953799999800000,2634923.324450000200000,-123.511804852999940,43.855691530000058,3,2932,2904,2932,-2172628.953799999800000,2635264.452399999800000,Siuslaw,769.705627485000040,0.769705627485000,Siuslaw2932,2932,-123.511172388000010,43.852282807999998,5684,366,2574,367,Snorkeled,458883.318800000010000,367,4855975.228000000100000,2006,432
2108,1,1128,367,2574.000000000000000,Snorkeled,458883.318771000020000,4855975.227660000300000,-123.511804852999940,43.855691530000058,-2172628.953799999800000,2634923.324450000200000,-123.511804852999940,43.855691530000058,3,2932,2904,2932,-2172628.953799999800000,2635264.452399999800000,Siuslaw,769.705627485000040,0.769705627485000,Siuslaw2932,2932,-123.511172388000010,43.852282807999998,5838,366,2574,367,Snorkeled,458883.318800000010000,367,4855975.228000000100000,2000,495
2109,1,1128,367,2574.000000000000000,Snorkeled,458883.318771000020000,4855975.227660000300000,-123.511804852999940,43.855691530000058,-2172628.953799999800000,2634923.324450000200000,-123.511804852999940,43.855691530000058,3,2932,2904,2932,-2172628.953799999800000,2635264.452399999800000,Siuslaw,769.705627485000040,0.769705627485000,Siuslaw2932,2932,-123.511172388000010,43.852282807999998,6447,366,2574,367,Snorkeled,458883.318800000010000,367,4855975.228000000100000,2009,933
2110,1,1129,368,2580.000000000000000,Snorkeled,460292.324616000000000,4856775.452329999800000,-123.494164065999940,43.862973773000078,-2171043.200970000100000,2635298.699570000200000,-123.494164065999940,43.862973773000078,3,2908,2896,2908,-2171098.953799999800000,2635564.452399999800000,Siuslaw,444.852813742000020,0.444852813742000,Siuslaw2908,2908,-123.493563697000000,43.861659289000002,3925,367,2580,368,Snorkeled,460292.324599999990000,368,4856775.451999999600000,1998,57
2111,1,1129,368,2580.000000000000000,Snorkeled,460292.324616000000000,4856775.452329999800000,-123.494164065999940,43.862973773000078,-2171043.200970000100000,2635298.699570000200000,-123.494164065999940,43.862973773000078,3,2908,2896,2908,-2171098.953799999800000,2635564.452399999800000,Siuslaw,444.852813742000020,0.444852813742000,Siuslaw2908,2908,-123.493563697000000,43.861659289000002,4472,367,2580,368,Snorkeled,460292.324599999990000,368,4856775.451999999600000,2010,132
2112,1,1129,368,2580.000000000000000,Snorkeled,460292.324616000000000,4856775.452329999800000,-123.494164065999940,43.862973773000078,-2171043.200970000100000,2635298.699570000200000,-123.494164065999940,43.862973773000078,3,2908,2896,2908,-2171098.953799999800000,2635564.452399999800000,Siuslaw,444.852813742000020,0.444852813742000,Siuslaw2908,2908,-123.493563697000000,43.861659289000002,4473,367,2580,368,Snorkeled,460292.324599999990000,368,4856775.451999999600000,2016,132
2113,1,1129,368,2580.000000000000000,Snorkeled,460292.324616000000000,4856775.452329999800000,-123.494164065999940,43.862973773000078,-2171043.200970000100000,2635298.699570000200000,-123.494164065999940,43.862973773000078,3,2908,2896,2908,-2171098.953799999800000,2635564.452399999800000,Siuslaw,444.852813742000020,0.444852813742000,Siuslaw2908,2908,-123.493563697000000,43.861659289000002,4732,367,2580,368,Snorkeled,460292.324599999990000,368,4856775.451999999600000,2001,176
2114,1,1129,368,2580.000000000000000,Snorkeled,460292.324616000000000,4856775.452329999800000,-123.494164065999940,43.862973773000078,-2171043.200970000100000,2635298.699570000200000,-123.494164065999940,43.862973773000078,3,2908,2896,2908,-2171098.953799999800000,2635564.452399999800000,Siuslaw,444.852813742000020,0.444852813742000,Siuslaw2908,2908,-123.493563697000000,43.861659289000002,4944,367,2580,368,Snorkeled,460292.324599999990000,368,4856775.451999999600000,2004,216
2115,1,1129,368,2580.000000000000000,Snorkeled,460292.324616000000000,4856775.452329999800000,-123.494164065999940,43.862973773000078,-2171043.200970000100000,2635298.699570000200000,-123.494164065999940,43.862973773000078,3,2908,2896,2908,-2171098.953799999800000,2635564.452399999800000,Siuslaw,444.852813742000020,0.444852813742000,Siuslaw2908,2908,-123.493563697000000,43.861659289000002,5208,367,2580,368,Snorkeled,460292.324599999990000,368,4856775.451999999600000,2013,284
2116,1,1130,369,2589.000000000000000,Snorkeled,461970.725643999990000,4859357.588399999800000,-123.472419134999940,43.886098029000038,-2168638.953799999800000,2637274.452399999800000,-123.472419134999940,43.886098029000038,3,2840,2839,2840,-2168788.953799999800000,2637094.452399999800000,Siuslaw,1441.248916810000100,1.441248916810000,Siuslaw2840,2840,-123.462991825000000,43.892599392000001,3999,368,2589,369,Snorkeled,461970.725600000010000,369,4859357.588000000500000,2013,66
2117,1,1131,370,2592.000000000000000,Snorkeled,464537.563596000020000,4861781.322309999700000,-123.441716370999980,43.908267261000049,-2165578.953799999800000,2638944.548669999900000,-123.441716370999980,43.908267261000049,1,2787,2803,2787,-2165398.953799999800000,2638324.452399999800000,Siuslaw,1798.675323680000000,1.798675323680000,Siuslaw2787,2787,-123.449379404000000,43.914021894999998,,,,,,,,,,
2118,1,1132,371,2593.000000000000000,Snorkeled,466183.466967999990000,4862159.863780000200000,-123.421263770999990,43.911201226000060,-2163916.866919999900000,2638792.365520000000000,-123.421263770999990,43.911201226000060,1,2780,2788,2780,-2164708.953799999800000,2638954.452399999800000,Siuslaw,1402.462120250000000,1.402462120250000,Siuslaw2780,2780,-123.415479503000000,43.909599958999998,175,370,2593,371,Snorkeled,466183.467000000000000,371,4862159.864000000100000,1998,0
2119,1,1133,372,2597.000000000000000,Snorkeled,467170.956012999990000,4859610.096190000000000,-123.408406404999990,43.888240516000053,-2163658.953799999800000,2636044.452399999800000,-123.408406404999990,43.888240516000053,2,2885,2878,2885,-2163868.953799999800000,2636104.452399999800000,Siuslaw,679.705627485000040,0.679705627485000,Siuslaw2885,2885,-123.403162931000000,43.888795704000003,176,371,2597,372,Snorkeled,467170.956000000010000,372,4859610.095999999900000,1999,0
2120,1,1133,372,2597.000000000000000,Snorkeled,467170.956012999990000,4859610.096190000000000,-123.408406404999990,43.888240516000053,-2163658.953799999800000,2636044.452399999800000,-123.408406404999990,43.888240516000053,2,2885,2878,2885,-2163868.953799999800000,2636104.452399999800000,Siuslaw,679.705627485000040,0.679705627485000,Siuslaw2885,2885,-123.403162931000000,43.888795704000003,4058,371,2597,372,Snorkeled,467170.956000000010000,372,4859610.095999999900000,2017,72
2121,1,1134,373,2603.000000000000000,Snorkeled,463319.793699999980000,4857079.320779999700000,-123.456158484999950,43.865717924000080,-2168038.953799999800000,2634724.452399999800000,-123.456158484999950,43.865717924000080,2,2930,2927,2930,-2167888.953799999800000,2634784.452399999800000,Siuslaw,542.132034355999960,0.542132034356000,Siuslaw2930,2930,-123.460002113000000,43.864617180000003,3549,372,2603,373,Snorkeled,463319.793699999980000,373,4857079.321000000500000,2003,29
2122,1,1134,373,2603.000000000000000,Snorkeled,463319.793699999980000,4857079.320779999700000,-123.456158484999950,43.865717924000080,-2168038.953799999800000,2634724.452399999800000,-123.456158484999950,43.865717924000080,2,2930,2927,2930,-2167888.953799999800000,2634784.452399999800000,Siuslaw,542.132034355999960,0.542132034356000,Siuslaw2930,2930,-123.460002113000000,43.864617180000003,3671,372,2603,373,Snorkeled,463319.793699999980000,373,4857079.321000000500000,2000,37
2123,1,1134,373,2603.000000000000000,Snorkeled,463319.793699999980000,4857079.320779999700000,-123.456158484999950,43.865717924000080,-2168038.953799999800000,2634724.452399999800000,-123.456158484999950,43.865717924000080,2,2930,2927,2930,-2167888.953799999800000,2634784.452399999800000,Siuslaw,542.132034355999960,0.542132034356000,Siuslaw2930,2930,-123.460002113000000,43.864617180000003,4095,372,2603,373,Snorkeled,463319.793699999980000,373,4857079.321000000500000,2006,76
2124,1,1135,374,2607.000000000000000,Snorkeled,464116.480937000010000,4854592.847409999900000,-123.446117359999960,43.843170287000078,-2167984.570150000000000,2632084.452399999800000,-123.446117359999960,43.843170287000078,1,3010,3017,3010,-2167528.953799999800000,2631814.452399999800000,Siuslaw,1438.675323680000000,1.438675323680000,Siuslaw3010,3010,-123.454671475000000,43.839942174000001,2875,373,2607,374,Snorkeled,464116.480900000020000,374,4854592.847000000100000,2002,3
2125,1,1136,375,2615.000000000000000,Snorkeled,468486.326154000010000,4852270.313369999600000,-123.392365703999990,43.822927787000026,-2164498.953799999800000,2628694.452399999800000,-123.392365703999990,43.822927787000026,1,3177,3120,3177,-2164498.953799999800000,2628874.452399999800000,Siuslaw,1540.035713369999900,1.540035713370000,Siuslaw3177,3177,-123.387730137999990,43.813115877999998,3771,374,2615,375,Snorkeled,468486.326200000010000,375,4852270.313000000100000,2006,44
2126,1,1137,376,2627.000000000000000,Snorkeled,470769.228897999970000,4858149.142610000400000,-123.364601550999960,43.875996878000080,-2160684.951220000200000,2633738.454979999900000,-123.364601550999960,43.875996878000080,2,2965,2999,2965,-2160958.953799999800000,2633464.452399999800000,Siuslaw,883.675323681000010,0.883675323681000,Siuslaw2965,2965,-123.362784973000000,43.879992154000000,4951,375,2627,376,Snorkeled,470769.228899999990000,376,4858149.143000000200000,2002,219
2127,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,177,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2008,0
2128,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,2944,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2018,4
2129,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,4535,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2016,140
2130,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,4557,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2010,143
2131,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,4607,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2017,151
2132,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,4756,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2015,181
2133,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,4812,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2007,191
2134,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,5074,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2012,254
2135,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,5078,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2011,256
2136,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,5264,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2014,295
2137,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,5324,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2013,310
2138,1,1138,377,2630.000000000000000,Snorkeled,471579.667338000030000,4856421.962519999600000,-123.353327273999980,43.860215094000068,-2160319.188819999800000,2631794.217379999800000,-123.353327273999980,43.860215094000068,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,5478,376,2630,377,Snorkeled,471579.667299999970000,377,4856421.963000000500000,2009,357
2139,1,1139,378,2631.000000000000000,Snorkeled,471444.415061999990000,4856059.420330000100000,-123.354908993999970,43.856929036000054,-2160544.699680000100000,2631478.706520000000000,-123.354908993999970,43.856929036000054,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,2945,377,2631,378,Snorkeled,471444.415099999980000,378,4856059.419999999900000,2018,4
2140,1,1139,378,2631.000000000000000,Snorkeled,471444.415061999990000,4856059.420330000100000,-123.354908993999970,43.856929036000054,-2160544.699680000100000,2631478.706520000000000,-123.354908993999970,43.856929036000054,3,3030,3028,3030,-2161018.953799999800000,2631334.452399999800000,Siuslaw,996.396103068000000,0.996396103068000,Siuslaw3030,3030,-123.353156712000000,43.860440531000002,4536,377,2631,378,Snorkeled,471444.415099999980000,378,4856059.419999999900000,2016,140
2141,1,1140,379,2634.000000000000000,Snorkeled,471877.708560000000000,4857324.148299999500000,-123.349860235999980,43.868383089000076,-2159794.366239999900000,2632589.039960000200000,-123.349860235999980,43.868383089000076,2,2997,3001,2997,-2160088.953799999800000,2632414.452399999800000,Siuslaw,1403.086578650000100,1.403086578650000,Siuslaw2997,2997,-123.343531187000000,43.875948974000003,3528,378,2634,379,Snorkeled,471877.708600000010000,379,4857324.148000000000000,2016,27
2142,1,1140,379,2634.000000000000000,Snorkeled,471877.708560000000000,4857324.148299999500000,-123.349860235999980,43.868383089000076,-2159794.366239999900000,2632589.039960000200000,-123.349860235999980,43.868383089000076,2,2997,3001,2997,-2160088.953799999800000,2632414.452399999800000,Siuslaw,1403.086578650000100,1.403086578650000,Siuslaw2997,2997,-123.343531187000000,43.875948974000003,5337,378,2634,379,Snorkeled,471877.708600000010000,379,4857324.148000000000000,2007,313
2143,1,1141,380,2635.000000000000000,Snorkeled,471003.533279999970000,4855608.730670000400000,-123.360516753999950,43.853101999000046,-2161096.521939999900000,2631196.884260000200000,-123.360516753999950,43.853101999000046,1,3037,3028,3037,-2161018.953799999800000,2631334.452399999800000,Siuslaw,925.477272148000000,0.925477272148000,Siuslaw3037,3037,-123.354070065000000,43.853655033999999,178,379,2635,380,Snorkeled,471003.533300000010000,380,4855608.730999999700000,2006,0
2144,1,1142,381,2637.000000000000000,Snorkeled,473819.954484999990000,4857680.640560000200000,-123.325886174999990,43.871772659000044,-2157846.422050000200000,2632406.984149999900000,-123.325886174999990,43.871772659000044,2,3019,3032,3019,-2158198.953799999800000,2631574.452399999800000,Siuslaw,1091.543289330000100,1.091543289330000,Siuslaw3019,3019,-123.325782653000000,43.872705857000000,3031,380,2637,381,Snorkeled,473819.954499999990000,381,4857680.640999999800000,2013,6
2145,1,1142,381,2637.000000000000000,Snorkeled,473819.954484999990000,4857680.640560000200000,-123.325886174999990,43.871772659000044,-2157846.422050000200000,2632406.984149999900000,-123.325886174999990,43.871772659000044,2,3019,3032,3019,-2158198.953799999800000,2631574.452399999800000,Siuslaw,1091.543289330000100,1.091543289330000,Siuslaw3019,3019,-123.325782653000000,43.872705857000000,3203,380,2637,381,Snorkeled,473819.954499999990000,381,4857680.640999999800000,2004,11
2146,1,1143,382,2643.000000000000000,Snorkeled,472518.830360999970000,4850466.031600000300000,-123.341396955999980,43.806669007000039,-2161097.992050000000000,2625795.414150000100000,-123.341396955999980,43.806669007000039,2,3236,3210,3236,-2160928.953799999800000,2626504.452399999800000,Siuslaw,879.411254969999960,0.879411254970000,Siuslaw3236,3236,-123.341994756000010,43.805878556000003,3762,381,2643,382,Snorkeled,472518.830399999980000,382,4850466.031999999700000,2003,43
2147,1,1144,383,2650.000000000000000,Snorkeled,473623.595279000000000,4853106.937239999900000,-123.327701627999940,43.829949334000048,-2159308.953799999800000,2627974.452399999800000,-123.327701627999940,43.829949334000048,2,3167,3166,3167,-2159728.953799999800000,2627764.452399999800000,Siuslaw,1867.645019880000100,1.867645019880000,Siuslaw3167,3167,-123.317574992999990,43.838549991000001,3310,382,2650,383,Snorkeled,473623.595299999990000,383,4853106.936999999900000,2001,15
2148,1,1145,384,2651.000000000000000,Snorkeled,475355.297471000000000,4856704.862069999800000,-123.305864326999990,43.862772761000031,-2156593.617399999900000,2630989.788800000200000,-123.305864326999990,43.862772761000031,2,3039,3060,3039,-2156728.953799999800000,2630854.452399999800000,Siuslaw,636.396103068000000,0.636396103068000,Siuslaw3039,3039,-123.303209348000000,43.866277469000003,3672,383,2651,384,Snorkeled,475355.297499999990000,384,4856704.861999999700000,2013,37
2149,1,1145,384,2651.000000000000000,Snorkeled,475355.297471000000000,4856704.862069999800000,-123.305864326999990,43.862772761000031,-2156593.617399999900000,2630989.788800000200000,-123.305864326999990,43.862772761000031,2,3039,3060,3039,-2156728.953799999800000,2630854.452399999800000,Siuslaw,636.396103068000000,0.636396103068000,Siuslaw3039,3039,-123.303209348000000,43.866277469000003,3750,383,2651,384,Snorkeled,475355.297499999990000,384,4856704.861999999700000,2004,42
2150,1,1146,385,2652.000000000000000,Snorkeled,474275.569650000020000,4852132.638659999700000,-123.319776591999980,43.821536617000049,-2158966.188900000000000,2626894.452399999800000,-123.319776591999980,43.821536617000049,4,3201,3166,3201,-2159728.953799999800000,2627764.452399999800000,Siuslaw,1610.954544300000000,1.610954544300000,Siuslaw3201,3201,-123.318786643000000,43.820625104999998,3421,384,2652,385,Snorkeled,474275.569699999990000,385,4852132.639000000400000,2012,21
2151,1,1147,386,2659.000000000000000,Snorkeled,477477.425527999990000,4849022.975940000300000,-123.279615504999980,43.793847591000031,-2156754.705110000000000,2623020.203710000000000,-123.279615504999980,43.793847591000031,1,3318,3301,3318,-2156788.953799999800000,2623054.452399999800000,Siuslaw,1248.380951169999900,1.248380951170000,Siuslaw3318,3318,-123.271171948000000,43.787406810000000,4598,385,2659,386,Snorkeled,477477.425500000010000,386,4849022.975999999800000,2012,149
2152,1,1148,387,2661.000000000000000,Snorkeled,474724.988019999990000,4851906.444679999700000,-123.314377459999950,43.819878767000034,-2158603.760410000100000,2626594.452399999800000,-123.314377459999950,43.819878767000034,4,3203,3201,3203,-2158918.953799999800000,2626774.452399999800000,Siuslaw,404.558441227000000,0.404558441227000,Siuslaw3203,3203,-123.314200251000000,43.819916393000000,179,386,2661,387,Snorkeled,474724.988000000010000,387,4851906.445000000300000,1998,0
2153,1,1149,388,2677.000000000000000,Snorkeled,480604.937622000000000,4846575.680490000200000,-123.241102857999980,43.772021782000081,-2154482.223650000100000,2619811.182550000000000,-123.241102857999980,43.772021782000081,1,3362,3352,3362,-2154298.953799999800000,2620204.452399999800000,Siuslaw,1914.594154599999900,1.914594154600000,Siuslaw3362,3362,-123.251020053999990,43.772053542999998,3351,387,2677,388,Snorkeled,480604.937600000000000,388,4846575.679999999700000,2010,17
2154,1,1150,389,2682.000000000000000,Snorkeled,483327.047414999980000,4847847.340819999600000,-123.207229064999980,43.783489592000080,-2151515.514950000200000,2620271.013549999800000,-123.207229064999980,43.783489592000080,4,3353,3349,3353,-2151568.953799999800000,2620384.452399999800000,Siuslaw,899.116882454000010,0.899116882454000,Siuslaw3353,3353,-123.201066768000000,43.783890771000003,180,388,2682,389,Snorkeled,483327.047399999980000,389,4847847.341000000000000,2005,0
2155,1,1151,390,2688.000000000000000,Snorkeled,478990.043766000020000,4852197.574099999900000,-123.261477627999970,43.822477659000072,-2154456.577920000100000,2625672.076520000100000,-123.261477627999970,43.822477659000072,4,3240,3228,3240,-2154748.953799999800000,2626054.452399999800000,Siuslaw,514.264068712000040,0.514264068712000,Siuslaw3240,3240,-123.261359439000000,43.822431444999999,181,389,2688,390,Snorkeled,478990.043799999980000,390,4852197.574000000000000,2005,0
